32.758781,44.258968
32.758793,44.259010
32.758823,44.261539
32.758854,44.260086
32.758862,44.260872
32.758862,44.260620
32.758873,44.259872
32.758873,44.259872
32.758926,44.259075
32.758945,44.259476
32.758949,44.259369
32.758961,44.259178
32.758968,44.259369
32.758968,44.259159
32.758968,44.259182
32.758968,44.259182
32.758968,44.259182
32.758968,44.259182
32.758968,44.259182
32.758980,44.259190
32.758991,44.259365
